(,0.024192087855742, 0.000422274464271, 0.055881000000000,), ,(,0.024192087855742, -0.000422274464271, 0.055881000000000,)
(,0.023940312582413, 0.000417879710528, 0.056131346938776,), ,(,0.023940312582413, -0.000417879710528, 0.056131346938776,)
(,0.023702056707838, 0.000413720938768, 0.056381693877551,), ,(,0.023702056707838, -0.000413720938768, 0.056381693877551,)
(,0.023476307653152, 0.000409780474361, 0.056632040816327,), ,(,0.023476307653152, -0.000409780474361, 0.056632040816327,)
(,0.023262197335101, 0.000406043164857, 0.056882387755102,), ,(,0.023262197335101, -0.000406043164857, 0.056882387755102,)
(,0.023058975208171, 0.000402495909437, 0.057132734693878,), ,(,0.023058975208171, -0.000402495909437, 0.057132734693878,)
(,0.022865987503442, 0.000399127296520, 0.057383081632653,), ,(,0.022865987503442, -0.000399127296520, 0.057383081632653,)
(,0.022682661005967, 0.000395927320604, 0.057633428571429,), ,(,0.022682661005967, -0.000395927320604, 0.057633428571429,)
(,0.022508490213325, 0.000392887158110, 0.057883775510204,), ,(,0.022508490213325, -0.000392887158110, 0.057883775510204,)
(,0.022343027051938, 0.000389998987885, 0.058134122448980,), ,(,0.022343027051938, -0.000389998987885, 0.058134122448980,)
(,0.022185872555096, 0.000387255845938, 0.058384469387755,), ,(,0.022185872555096, -0.000387255845938, 0.058384469387755,)
(,0.022036670064516, 0.000384651506778, 0.058634816326531,), ,(,0.022036670064516, -0.000384651506778, 0.058634816326531,)
(,0.021895099628695, 0.000382180385629, 0.058885163265306,), ,(,0.021895099628695, -0.000382180385629, 0.058885163265306,)
(,0.021760873351289, 0.000379837457241, 0.059135510204082,), ,(,0.021760873351289, -0.000379837457241, 0.059135510204082,)
(,0.021633731500950, 0.000377618187989, 0.059385857142857,), ,(,0.021633731500950, -0.000377618187989, 0.059385857142857,)
(,0.021513439236953, 0.000375518478710, 0.059636204081633,), ,(,0.021513439236953, -0.000375518478710, 0.059636204081633,)
(,0.021399783836975, 0.000373534616324, 0.059886551020408,), ,(,0.021399783836975, -0.000373534616324, 0.059886551020408,)
(,0.021292572337565, 0.000371663232641, 0.060136897959184,), ,(,0.021292572337565, -0.000371663232641, 0.060136897959184,)
(,0.021191629516271, 0.000369901269141, 0.060387244897959,), ,(,0.021191629516271, -0.000369901269141, 0.060387244897959,)
(,0.021096796158601, 0.000368245946726, 0.060637591836735,), ,(,0.021096796158601, -0.000368245946726, 0.060637591836735,)
